Tail Number	Serial Number	Manufacturer name	Model	Type Aircraft	Pending Number Change	Date Change Authorized	MFR Year	Type Registration	Certificate Issue Date	Expiration Date	Type Engine	Dealer	Mode S Code (base 8)	Fractional Owner	Engine Manufacturer	Engine Model	A/W Date	Airworthiness Classification	Airworthiness Category	Exception Code
N697	697	DEHAVILLAND-KENMORE	DHC-2	Fixed Wing Single-Engine	None	None	None	Corporation	09/10/1993	06/30/2021	Reciprocating	No	52242266	NO	P&W	R-985 SERIES	06/01/1993	Standard-Restricted	Other	No
N697DL	30318	BOEING	757-232	Fixed Wing Multi-Engine	None	None	1999	Corporation	08/03/1999	02/28/2021	Turbo-fan	No	52242415	NO	P & W	PW2037	08/01/1999	Standard	Transport	Yes
N697SW	23838	BOEING	737-3TO	Fixed Wing Multi-Engine	None	None	1988	Corporation	01/18/1995	06/30/2019	Turbo-fan	No	52243134	NO	CFM INTL.	CFM56 SERIES	03/02/1988	Standard	Transport	No
N69804	42816	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2013	Corporation	09/19/2013	09/30/2019	Turbo-fan	No	52245343	NO	CFM INTL	CFM56-7B27E	09/14/2013	Standard	Transport	Yes
N69806	42742	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2013	Corporation	10/24/2013	10/31/2019	Turbo-fan	No	52245345	NO	CFM INTL	CFM56-7B27E	10/21/2013	Standard	Transport	Yes
N69810	42744	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2013	Corporation	12/19/2013	12/31/2019	Turbo-fan	No	52245402	NO	CFM INTL	CFM56-7B27E	12/17/2013	Standard	Transport	No
N69813	43531	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	02/03/2014	02/29/2020	Turbo-fan	No	52245405	NO	CFM INTL	CFM56-7B27E	01/29/2014	Standard	Transport	Yes
N69816	42176	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	02/25/2014	02/29/2020	Turbo-fan	No	52245410	NO	CFM INTL	CFM56-7B27E	02/19/2014	Standard	Transport	Yes
N69818	42177	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	03/21/2014	03/31/2020	Turbo-fan	No	52245412	NO	CFM INTL	CFM56-7B27E	03/18/2014	Standard	Transport	Yes
N69819	43533	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	03/20/2014	03/31/2020	Turbo-fan	No	52245413	NO	CFM INTL	CFM56-7B27E	03/18/2014	Standard	Transport	Yes
N69824	42179	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	05/09/2014	05/31/2020	Turbo-fan	No	52245451	NO	CFM INTL	CFM56-7B27E	05/06/2014	Standard	Transport	Yes
N69826	42180	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	06/06/2014	06/30/2020	Turbo-fan	No	52245453	NO	CFM INTL	CFM56-7B27E	06/03/2014	Standard	Transport	Yes
N69829	44561	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	06/24/2014	06/30/2020	Turbo-fan	No	52245456	NO	CFM INTL	CFM56-7B27E	06/21/2014	Standard	Transport	Yes
N69830	44560	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	06/30/2014	06/30/2020	Turbo-fan	No	52245510	NO	CFM INTL	CFM56-7B27E	06/26/2014	Standard	Transport	Yes
N69833	44565	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	09/11/2014	09/30/2020	Turbo-fan	No	52245513	NO	CFM INTL	CFM56-7B27E	09/10/2014	Standard	Transport	Yes
N69835	60087	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	10/09/2014	10/31/2020	Turbo-fan	No	52245515	NO	CFM INTL	CFM56-7B27E	10/04/2014	Standard	Transport	Yes
N69838	60121	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	12/02/2014	12/31/2020	Turbo-fan	No	52245520	NO	CFM INTL	CFM56-7B27E	01/12/2014	Standard	Transport	Yes
N69839	60316	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2014	Corporation	12/19/2014	12/31/2020	Turbo-fan	No	52245521	NO	CFM INTL	CFM56-7B27E	12/18/2014	Standard	Transport	Yes
N69840	42181	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	01/29/2015	01/31/2021	Turbo-fan	No	52245553	NO	CFM INTL	CFM56-7B27E	01/23/2015	Standard	Transport	Yes
N69847	42187	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/24/2015	03/31/2021	Turbo-fan	No	52245562	NO	CFM INTL	CFM56-7B27E	03/19/2015	Standard	Transport	Yes
N69885	42189	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	07/17/2015	07/31/2021	Turbo-fan	No	52245774	NO	CFM INTL	CFM56-7B27E	07/16/2015	Standard	Transport	Yes
N69888	42191	BOEING	737-924ER	Fixed Wing Multi-Engine	None	None	2015	Corporation	08/25/2015	08/31/2021	Turbo-fan	No	52245777	NO	CFM INTL	CFM56-7B27E	08/23/2015	Standard	Transport	Yes
N698DL	29911	BOEING	757-232	Fixed Wing Multi-Engine	None	None	1999	Corporation	09/01/1999	05/31/2021	Turbo-fan	No	52244304	NO	P & W	PW2037	08/31/1999	Standard	Transport	Yes
N699	51-3479A	NORTH AMERICAN	T-28A	Fixed Wing Single-Engine	None	None	1966	Individual	10/21/1983	09/30/2021	Reciprocating	No	52246044	NO	WRIGHT	C7BA SERIES	10/27/1980	Experimental	Exhibition	No
N699BR	7801	BOMBARDIER INC	CL-600-2B19	Fixed Wing Multi-Engine	None	None	2003	Corporation	12/20/2004	01/31/2022	Turbo-fan	No	52246116	NO	GE	CF34 SERIES	05/31/2003	Standard	Transport	No
N699DL	29970	BOEING	757-232	Fixed Wing Multi-Engine	None	None	1999	Corporation	09/15/1999	05/31/2021	Turbo-fan	No	52246173	NO	P & W	PW2037	09/12/1999	Standard	Transport	Yes
N700	317-71	BELLANCA	7GCBC	Fixed Wing Single-Engine	None	None	1971	Individual	01/14/1999	11/30/2019	Reciprocating	No	52252215	NO	LYCOMING	0-320 SERIES	10/28/1971	Standard	Normal	No
N700GS	27835	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1997	Corporation	03/09/1998	12/31/2019	Turbo-fan	No	52252465	NO	CFM INTL.	CFM56 SERIES	12/17/1997	Standard	Transport	Yes
N700UW	0885	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1998	Corporation	12/16/1998	01/31/2022	Turbo-fan	No	52253145	NO	CFM INTL.	CFM56 SERIES	11/23/1998	Standard	Transport	No
N701	390-03-0B2	PARTENAVIA SPA	P.68 OBSERVER 2	Fixed Wing Multi-Engine	None	None	1990	Government	10/19/1998	08/31/2021	Turbo-prop	No	52254104	NO	LYCOMING	TSIO-360SER	07/18/1997	Standard	Normal	No
N701BR	7448	BOMBARDIER INC	CL-600-2B19	Fixed Wing Multi-Engine	None	None	2000	Corporation	09/04/2018	09/30/2021	Turbo-fan	No	52254156	NO	GE	CF34 SERIES	02/16/2001	Standard	Transport	No
N701FR	6793	AIRBUS	A321-211	Fixed Wing Multi-Engine	None	None	2015	Corporation	01/30/2018	01/31/2021	Turbo-fan	No	52254322	NO	CFM INTL	CFM56-5B3/3	10/09/2015	Standard	Transport	No
N701GS	27836	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1997	Corporation	02/24/1998	09/30/2019	Turbo-fan	No	52254354	NO	GE	CFM56 SERIES	12/19/1997	Standard	Transport	Yes
N701SK	10133	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	05/14/2004	04/30/2020	Turbo-fan	No	52254737	NO	GE	CF34 SERIES	01/26/2004	Standard	Transport	No
N701UW	0890	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1998	Corporation	12/17/1998	01/31/2022	Turbo-fan	No	52255034	NO	CFM INTL.	CFM56 SERIES	11/09/1998	Standard	Transport	No
N702	100-0035	QUEST AIRCRAFT COMPANY LLC	KODIAK 100	Fixed Wing Single-Engine	None	None	2010	Government	09/09/2010	05/31/2021	Turbo-prop	No	52255773	NO	P&W CANADA	PT6A-34	02/16/2010	Standard	Normal	No
N702BR	7462	BOMBARDIER INC	CL-600-2B19	Fixed Wing Multi-Engine	None	None	2000	Corporation	09/25/2018	09/30/2021	Turbo-fan	No	52256045	NO	GE	CF34 SERIES	04/05/2001	Standard	Transport	No
N702FR	6825	AIRBUS	A321-211	Fixed Wing Multi-Engine	None	None	2015	Corporation	12/28/2017	12/31/2020	Turbo-fan	No	52256211	NO	CFM INTL	CFM56-5B3/3	10/29/2015	Standard	Transport	No
N702SK	10136	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	05/14/2004	04/30/2020	Turbo-fan	No	52256626	NO	GE	CF34 SERIES	02/27/2004	Standard	Transport	No
N702TW	28162	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1996	Corporation	04/28/2014	04/30/2020	Turbo-fan	No	52256672	NO	P & W	PW2037	10/22/1996	Standard	Transport	No
N702UW	0896	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1998	Corporation	12/15/1998	01/31/2022	Turbo-fan	No	52256723	NO	CFM INTL.	CFM56 SERIES	11/23/1998	Standard	Transport	No
N703	B-81	GRUMMAN	G-21A	Fixed Wing Multi-Engine	None	None	1946	Corporation	07/22/2013	07/31/2019	Reciprocating	No	52257662	NO	P&W	R-985 SERIES	05/21/2001	Experimental	To show compliance with FAR	No
N703AS	28893	BOEING	737-490	Fixed Wing Multi-Engine	None	None	1998	Corporation	12/27/2017	12/31/2020	Turbo-fan	No	52257704	NO	GE	CFM56 SERIES	06/10/1998	Standard	Transport	No
N703JB	3381	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2008	Corporation	01/30/2008	04/30/2019	Turbo-fan	No	52260175	NO	IAE	V2527-A5	01/31/2008	Standard	Transport	No
N703SK	10139	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/14/2005	07/31/2021	Turbo-fan	No	52260515	NO	GE	CF34 SERIES	03/25/2004	Standard	Transport	No
N703SW	27837	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1997	Corporation	03/04/1998	12/31/2019	Turbo-fan	No	52260530	NO	GE	CFM56 SERIES	12/30/1997	Standard	Transport	Yes
N703TW	27620	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1996	Corporation	12/02/2013	12/31/2019	Turbo-fan	No	52260561	NO	P & W	PW2037	11/22/1996	Standard	Transport	No
N703UW	0904	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1998	Corporation	12/15/1998	01/31/2022	Turbo-fan	No	52260612	NO	CFM INTL.	CFM56 SERIES	11/23/1998	Standard	Transport	No
N704	18-6058	PIPER	PA-18-150	Fixed Wing Single-Engine	None	None	1957	Government	06/02/2009	08/31/2020	Reciprocating	No	52261551	NO	LYCOMING	0-320 SERIES	05/29/1961	Standard-Restricted	Agriculture and Pest Control	No
N704FR	6845	AIRBUS	A321-211	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/16/2017	03/31/2020	Turbo-fan	No	52261767	NO	CFM INTL	CFM56-5B3/3	11/07/2015	Standard	Transport	No
N704MQ	15078723	CESSNA	150M	Fixed Wing Single-Engine	None	None	1976	Corporation	08/20/2014	08/31/2020	4 Cycle	No	52262214	NO	CONT MOTOR	0-200 SERIES	11/03/1976	Standard	Utility	No
N704SW	27838	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	03/12/1998	12/31/2019	Turbo-fan	No	52262417	NO	CFM INTL.	CFM56 SERIES	02/25/1999	Standard	Transport	Yes
N704US	0922	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1998	Corporation	12/17/1998	01/31/2022	Turbo-fan	No	52262475	NO	CFM INTL.	CFM56 SERIES	01/04/1999	Standard	Transport	No
N704UW	15078894	CESSNA	150M	Fixed Wing Single-Engine	None	None	1976	Individual	04/20/2015	04/30/2021	4 Cycle	No	52262501	NO	CONT MOTOR	0-200 SERIES	11/03/1976	Standard	Utility	No
N704X	28163	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1997	Corporation	11/18/2013	11/30/2019	Turbo-fan	No	52262567	NO	P & W	PW2037	01/29/1997	Standard	Transport	No
N705JB	3416	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2008	Corporation	02/29/2008	07/31/2019	Turbo-fan	No	52263753	NO	IAE	V2527-A5	03/01/2008	Standard	Transport	No
N705SK	10145	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/18/2005	07/31/2021	Turbo-fan	No	52264273	NO	GE	CF34 SERIES	04/30/2004	Standard	Transport	No
N705SW	27839	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	04/28/1998	03/31/2020	Turbo-fan	No	52264306	NO	CFM INTL.	CFM56 SERIES	03/30/1998	Standard	Transport	Yes
N705TW	28479	BOEING	757-231	Fixed Wing Multi-Engine	None	None	1997	Corporation	01/10/2013	01/31/2019	Turbo-fan	No	52264337	NO	Unknown	Unknown	01/29/1997	Unknown	None	No
N705UW	0929	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	None	Corporation	12/22/1998	02/28/2022	Turbo-fan	No	52264370	NO	Unknown	Unknown	None	Unknown	None	No
N706	50865	CESSNA	180C	Fixed Wing Single-Engine	None	None	1960	Corporation	07/30/2014	07/31/2020	Reciprocating	No	52265327	NO	CONT MOTOR	O-470 SERIES	07/28/1960	Standard	None	No
N706DN	30440	BOEING	777-232LR	Fixed Wing Multi-Engine	None	None	2009	Corporation	04/09/2009	03/31/2020	Turbo-fan	No	52265460	NO	GE	GE90-110B1	04/08/2009	Standard	Transport	No
N706JB	3451	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2008	Corporation	03/27/2008	12/31/2019	Turbo-fan	No	52265642	NO	IAE	V2527-A5	03/28/2008	Standard	Transport	No
N706SK	10149	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/18/2005	07/31/2021	Turbo-fan	No	52266162	NO	GE	CF34 SERIES	06/04/2004	Standard	Transport	No
N706SW	27840	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	07/08/1998	10/31/2020	Turbo-fan	No	52266175	NO	CFM INTL.	CFM56 SERIES	05/30/1998	Standard	Transport	Yes
N706TW	28165	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1997	Corporation	09/16/2013	09/30/2019	Turbo-fan	No	52266226	NO	P & W	PW2037	02/18/1997	Standard	Transport	No
N707DN	39091	BOEING	777-232LR	Fixed Wing Multi-Engine	None	None	2009	Corporation	04/24/2009	03/31/2020	Turbo-fan	No	52267347	NO	GE	GE90-110B1	04/22/2009	Standard	Transport	Yes
N707EV	10057	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2002	Corporation	10/09/2002	08/31/2021	Turbo-fan	No	52267407	NO	GE	CF34 SERIES	10/09/2002	Standard	Transport	No
N707MQ	21368	BOEING	707-368C	Fixed Wing Multi-Engine	None	None	1977	Corporation	03/30/2016	03/31/2019	Turbo-fan	No	52267661	NO	P & W	JT3D-3B	08/30/2018	Experimental	Market Survey	No
N707SA	27841	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	12/08/1998	03/31/2019	Turbo-fan	No	52270040	NO	CFM INTL.	CFM56 SERIES	10/30/1998	Standard	Transport	Yes
N707SK	10003	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	1999	Corporation	10/25/2006	07/31/2021	Turbo-fan	No	52270051	NO	GE	CF34 SERIES	05/06/2005	Standard	Transport	No
N707TW	27625	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1997	Corporation	04/22/2014	04/30/2020	Turbo-fan	No	52270115	NO	P & W	PW2037	02/24/1997	Standard	Transport	No
N708	100-0007	QUEST AIRCRAFT COMPANY LLC	KODIAK 100	Fixed Wing Single-Engine	None	None	2008	Government	02/05/2009	10/31/2019	Turbo-prop	No	52271105	NO	P&W CANADA	PT6A-34	11/04/2008	Standard	Normal	No
N708DN	39254	BOEING	777-232LR	Fixed Wing Multi-Engine	None	None	2009	Corporation	06/05/2009	08/31/2020	Turbo-fan	No	52271236	NO	GE	GE90-110B1	06/04/2009	Standard	Transport	No
N708EV	10060	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2002	Corporation	10/23/2002	08/31/2021	Turbo-fan	No	52271276	NO	GE	CF34 SERIES	10/23/2002	Standard	Transport	No
N708JB	3479	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2008	Corporation	04/23/2008	03/31/2020	Turbo-fan	No	52271420	NO	IAE	V2527-A5	04/24/2008	Standard	Transport	No
N708SK	10156	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/17/2005	07/31/2021	Turbo-fan	No	52271740	NO	GE	CF34 SERIES	07/19/2004	Standard	Transport	No
N708SW	27842	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	02/04/1999	09/30/2019	Turbo-fan	No	52271753	NO	CFM INTL	CFM56-2	12/09/2009	Standard	Transport	No
N708UW	0972	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1999	Corporation	03/10/1999	11/30/2019	Turbo-fan	No	52272035	NO	CFM INTL.	CFM56 SERIES	04/26/1999	Standard	Transport	No
N709	18051694	CESSNA	180H	Fixed Wing Single-Engine	None	None	1966	Individual	08/21/2012	08/31/2021	Reciprocating	No	52272774	NO	CONT MOTOR	O-470 SERIES	03/31/1966	Standard	Normal	No
N709BR	7850	BOMBARDIER INC	CL-600-2B19	Fixed Wing Multi-Engine	None	None	2003	Corporation	12/20/2004	01/31/2022	Turbo-fan	No	52273046	NO	GE	CF34 SERIES	10/23/2003	Standard	Transport	No
N709DN	40559	BOEING	777-232LR	Fixed Wing Multi-Engine	None	None	2010	Corporation	03/22/2010	12/31/2019	Turbo-fan	No	52273125	NO	GE	GE90-110B1	03/19/2010	Standard	Transport	No
N709EV	10068	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2002	Corporation	12/05/2002	02/28/2019	Turbo-fan	No	52273165	NO	GE	CF34 SERIES	12/05/2002	Standard	Transport	No
N709JB	3488	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2008	Corporation	05/07/2008	05/31/2020	Turbo-fan	No	52273307	NO	IAE	V2527-A5	05/08/2008	Standard	Transport	No
N709SK	10159	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/17/2005	07/31/2021	Turbo-fan	No	52273627	NO	GE	CF34 SERIES	07/30/2004	Standard	Transport	No
N709SW	27843	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	11/23/1998	11/30/2021	Turbo-fan	No	52273642	NO	CFM INTL.	CFM56 SERIES	01/17/2000	Standard	Transport	Yes
N709TW	28168	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1997	Corporation	12/10/2013	12/31/2019	Turbo-fan	No	52273673	NO	P & W	PW2037	05/14/1997	Standard	Transport	No
N709UW	0997	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1999	Corporation	04/06/1999	02/29/2020	Turbo-fan	No	52273724	NO	CFM INTL.	CFM56 SERIES	04/27/1999	Standard	Transport	No
N71	FF-6	BEECH	300	Fixed Wing Multi-Engine	None	None	1988	Government	09/01/1988	04/30/2021	Turbo-prop	No	52274663	NO	P&W	PT6A SER	12/30/1994	Standard	Normal	No
N710	100-0021	QUEST AIRCRAFT COMPANY LLC	KODIAK 100	Fixed Wing Single-Engine	None	None	2009	Government	09/09/2010	05/31/2021	Turbo-prop	No	52276014	NO	P&W CANADA	PT6A-34	08/19/2009	Standard	Normal	No
N710EV	10071	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2002	Corporation	12/13/2002	02/28/2019	Turbo-fan	No	52276205	NO	GE	CF34 SERIES	12/13/2002	Standard	Transport	No
N710SK	10170	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/17/2005	07/31/2021	Turbo-fan	No	52276647	NO	GE	CF34 SERIES	10/21/2004	Standard	Transport	No
N710SW	27844	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	04/29/1998	03/31/2020	Turbo-fan	No	52276662	NO	CFM INTL.	CFM56 SERIES	03/28/1998	Standard	Transport	Yes
N710TW	28169	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1997	Corporation	12/05/2013	12/31/2019	Turbo-fan	No	52276713	NO	P & W	PW2037	05/29/1997	Standard	Transport	No
N710UW	1019	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1999	Corporation	05/27/1999	06/30/2020	Turbo-fan	No	52276744	NO	CFM INTL.	CFM56 SERIES	06/21/1999	Standard	Transport	No
N711	CC11-00400	CUBCRAFTERS INC	CC11-160	Fixed Wing Single-Engine	None	None	2016	Corporation	04/19/2016	04/30/2019	4 Cycle	No	52277703	NO	TITAN	OX-340CC	03/03/2016	Light Sport	Airplane	No
N711HK	27845	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	05/04/1998	06/30/2020	Turbo-fan	No	52300175	NO	CFM INTL.	CFM56 SERIES	10/21/1998	Standard	Transport	Yes
N711UW	1033	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1999	Corporation	06/22/1999	07/31/2020	Turbo-fan	No	52300633	NO	CFM INTL.	CFM56 SERIES	06/25/1999	Standard	Transport	No
N711ZX	28481	BOEING	757-231	Fixed Wing Multi-Engine	None	None	1997	Corporation	10/05/2001	07/31/2021	Turbo-fan	No	52301031	NO	P & W	PW2037	06/03/1997	Standard	Transport	No
N712	399	WHITE EDWARD A	GLASAIR FG	Fixed Wing Single-Engine	None	None	None	Individual	07/09/2009	11/30/2020	Reciprocating	No	52301572	NO	LYCOMING	0-320 SERIES	08/29/1990	Experimental	Amateur Built	No
N712EV	10074	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2002	Corporation	01/09/2003	04/30/2019	Turbo-fan	No	52301763	NO	GE	CF34 SERIES	01/09/2003	Standard	Transport	No
N712JB	3517	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2008	Corporation	06/12/2008	08/31/2020	Turbo-fan	No	52302105	NO	IAE	V2527-A5	06/13/2008	Standard	Transport	No
N712SK	10172	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/24/2005	07/31/2021	Turbo-fan	No	52302425	NO	GE	CF34 SERIES	10/28/2004	Standard	Transport	No
N712SW	27846	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	07/08/1998	10/31/2020	Turbo-fan	No	52302440	NO	CFM INTL.	CFM56 SERIES	05/31/1998	Standard	Transport	Yes
N712TW	27624	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1997	Corporation	07/15/2013	07/31/2019	Turbo-fan	No	52302471	NO	P & W	PW2037	06/18/1997	Standard	Transport	No
N712US	1038	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1999	Corporation	07/02/1999	11/30/2020	Turbo-fan	No	52302516	NO	CFM INTL.	CFM56 SERIES	08/30/1999	Standard	Transport	No
N71314	9318	TOP DOG	TD2	Weight-shift-control	None	None	2007	Individual	09/30/2013	09/30/2019	2 Cycle	No	52304712	NO	ROTAX	582DCDI	08/30/2007	Experimental	Reg. Prior to 01/31/08	No
N713AS	30161	BOEING	737-490	Fixed Wing Multi-Engine	None	None	1999	Corporation	09/27/2017	09/30/2020	Turbo-fan	No	52303503	NO	CFM INTL.	CFM56 SERIES	02/12/2000	Standard	Transport	No
N713EV	10081	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2003	Corporation	02/19/2003	08/31/2019	Turbo-fan	No	52303652	NO	GE	CF34 SERIES	02/19/2003	Standard	Transport	No
N713SK	10174	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/17/2005	07/31/2021	Turbo-fan	No	52304314	NO	GE	CF34 SERIES	11/01/2004	Standard	Transport	No
N713SW	27847	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	07/11/1998	10/31/2020	Turbo-fan	No	52304327	NO	CFM INTL.	CFM56 SERIES	06/08/1998	Standard	Transport	Yes
N713TW	28173	BOEING	757-2Q8	Fixed Wing Multi-Engine	None	None	1997	Corporation	07/16/2013	07/31/2019	Turbo-fan	No	52304360	NO	P & W	PW2037	07/16/1997	Standard	Transport	No
N713UW	1040	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1999	Corporation	07/09/1999	10/31/2020	Turbo-fan	No	52304411	NO	CFM INTL.	CFM56 SERIES	08/30/1999	Standard	Transport	No
N714	18502711	CESSNA	A185F	Fixed Wing Single-Engine	None	None	1975	Government	09/26/1975	05/31/2021	Reciprocating	No	52305350	NO	CONT MOTOR	IO 520 SERIES	04/04/1975	Standard	Normal	No
N71411	30128	BOEING	737-924	Fixed Wing Multi-Engine	None	None	2002	Corporation	01/23/2002	04/30/2019	Turbo-fan	No	52306576	NO	CFM INTL.	CFM56 SERIES	01/21/2002	Standard	Transport	Yes
N714CB	27848	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	08/01/1998	02/28/2021	Turbo-fan	No	52305435	NO	CFM INTL.	CFM56 SERIES	06/19/1998	Standard	Transport	Yes
N714MQ	65-09576	BELL	UH-1H	Rotorcraft	None	None	1965	Individual	01/22/2014	01/31/2020	Turbo-shaft	No	52306013	NO	LYCOMING	T-53	08/10/2001	Restricted	Agriculture and Pest Control	No
N714US	1046	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1999	Corporation	07/20/1999	10/31/2020	Turbo-fan	No	52306274	NO	CFM INTL.	CFM56 SERIES	08/30/1999	Standard	Transport	No
N715	1517	DEHAVILLAND	BEAVER DHC-2 MK.1	Fixed Wing Single-Engine	None	None	1954	Individual	04/19/2018	04/30/2021	Reciprocating	No	52307237	NO	P&W	R-985 SERIES	02/06/1964	Standard	Normal	No
N715JB	3554	AIRBUS	A320-232	Fixed Wing Multi-Engine	None	None	2008	Corporation	07/17/2008	12/31/2020	Turbo-fan	No	52307552	NO	IAE	V2527-A5	07/18/2008	Standard	Transport	No
N715SK	10179	BOMBARDIER INC	CL-600-2C10	Fixed Wing Multi-Engine	None	None	2004	Corporation	01/10/2005	04/30/2019	Turbo-fan	No	52310072	NO	GE	CF34 SERIES	11/19/2004	Standard	Transport	No
N715SW	27849	BOEING	737-7H4	Fixed Wing Multi-Engine	None	None	1998	Corporation	08/14/1998	02/28/2021	Turbo-fan	No	52310105	NO	CFM INTL.	CFM56 SERIES	06/30/1998	Standard	Transport	Yes
N715UW	1051	AIRBUS INDUSTRIE	A319-112	Fixed Wing Multi-Engine	None	None	1999	Corporation	08/04/1999	01/31/2021	Turbo-fan	No	52310167	NO	CFM INTL.	CFM56 SERIES	08/30/1999	Standard	Transport	No
